chanID,clustID,spikes,#spikes,avgFR,region,x,y,z
104,2410,"[   2.87333333    3.58483333    3.85276667 ... 1617.6566     1617.7925
 1620.32406667]",2370,1.4652687412096754,mLOFC8,-2.51115882396698,41.37148219347,-15.682235181331635
105,1892,"[   2.82223333    4.50333333    5.61126667 ... 1612.2055     1615.77213333
 1617.56383333]",3353,2.0764932296288143,mLACC1,-0.11160528659820557,32.97726929187775,18.27804732322693
105,1938,"[6.12466667e-01 7.82133333e-01 1.03323333e+00 ... 1.62088337e+03
 1.62090593e+03 1.62103123e+03]",8664,5.346766020133519,mLACC1,-0.11160528659820557,32.97726929187775,18.27804732322693
106,2448,"[1.53773333e+00 1.82253333e+00 2.53176667e+00 ... 1.61941193e+03
 1.61991990e+03 1.62058783e+03]",20375,12.584539539573234,mLACC2,-1.3113820552825928,32.97726929187775,18.27804732322693
106,2455,"[  90.38173333   94.7734      132.42956667 ... 1618.30626667 1618.76286667
 1619.5935    ]",3033,1.9833747464625184,mLACC2,-1.3113820552825928,32.97726929187775,18.27804732322693
106,2457,"[ 132.01526667  132.90526667  136.8156      173.6563      174.3013
  183.9542      194.1703      198.47173333  201.7928      201.95093333
  203.4084      204.2698      205.5258      215.89676667  220.9225
  230.62666667  231.18423333  236.20826667  247.82286667  250.22193333
  255.0693      256.11983333  257.78986667  260.44813333  261.15253333
  268.56716667  272.69753333  279.59493333  280.34873333  287.2837
  287.87396667  291.60303333  291.82193333  292.5302      300.75526667
  304.5646      314.00843333  315.20083333  316.39293333  324.86303333
  325.0194      327.83633333  336.44616667  347.43313333  347.47723333
  350.76906667  357.21546667  375.0305      376.64326667  379.00586667
  379.28716667  379.29026667  385.35096667  386.69763333  393.34993333
  393.70426667  394.46053333  396.04803333  403.1949      404.5655
  407.14443333  412.21566667  418.1035      419.03683333  426.44343333
  428.4007      428.83116667  433.07866667  434.48033333  436.75076667
  437.90676667  439.57213333  439.9796      440.12996667  441.46956667
  443.8953      444.80233333  447.35326667  450.66803333  454.0775
  454.42953333  454.99536667  455.45476667  457.68496667  459.19506667
  469.30446667  477.46266667  478.44936667  479.2397      479.9989
  480.07303333  482.8758      487.14433333  491.1648      491.5531
  500.9053      502.08866667  502.49946667  515.07076667  516.01693333
  516.70203333  523.0035      528.39956667  529.1275      530.47983333
  534.1517      535.69716667  536.05446667  536.10863333  537.36486667
  537.64        541.18416667  541.45883333  542.66696667  543.0667
  543.43386667  543.99143333  544.55746667  545.17796667  546.4271
  548.58676667  549.11903333  550.07606667  552.3467      553.5926
  553.7103      557.64693333  559.1675      560.28293333  560.60893333
  560.80183333  561.07823333  561.207       562.2507      568.81626667
  570.75086667  571.4145      571.51203333  572.1513      572.76046667
  572.83123333  575.99596667  576.59613333  577.4006      579.18436667
  583.38056667  583.44226667  583.62556667  584.0395      584.4851
  584.60443333  590.58373333  591.60533333  594.5501      598.1492
  600.70883333  602.3027      603.17516667  603.3993      606.36653333
  608.27583333  609.43663333  610.1419      615.3856      615.49963333
  616.17496667  622.60006667  624.08196667  624.87826667  624.96716667
  629.88406667  632.14833333  634.073       635.16        643.27443333
  643.5749      648.22506667  649.48853333  650.89366667  652.67103333
  652.99346667  653.2575      653.4459      654.06783333  654.2584
  654.39256667  655.49526667  661.95026667  664.67016667  664.97983333
  668.06796667  673.44493333  680.42363333  680.98303333  691.72743333
  693.28803333  694.37233333  700.493       701.5892      705.17133333
  712.1353      712.3054      714.022       714.10676667  716.9836
  724.35413333  724.54886667  726.04043333  728.57823333  728.78706667
  730.67626667  738.86236667  741.08353333  753.65286667  753.90863333
  754.2556      760.89713333  761.83896667  768.07593333  773.49036667
  776.78553333  777.09716667  780.695       790.74666667  792.3544
  796.5971      800.62446667  801.47666667  804.89766667  809.90506667
  816.19456667  821.5944      829.7564      844.3528      893.00556667
  893.8542      894.8451      896.44316667  897.39386667  897.72763333
  908.89163333  923.37023333  925.12866667  931.09626667  932.55473333
  934.5446      956.03223333  956.45916667  962.3222      964.2033
  964.80893333  965.96696667  969.93456667  978.98483333  985.8954
  986.39613333  989.37486667  990.29026667  990.30096667  991.91706667
  992.17293333  998.41073333 1002.9638     1011.5157     1013.32316667
 1013.6181     1013.74146667 1014.9662     1015.44896667 1015.49836667
 1017.54583333 1021.39193333 1022.6644     1026.5946     1031.32556667
 1036.71083333 1037.57343333 1042.11246667 1043.104      1045.20756667
 1047.41393333 1049.60583333 1049.8        1050.87043333 1054.9718
 1055.6463     1060.1101     1060.7712     1061.6099     1062.76253333
 1064.8581     1065.31343333 1065.45423333 1067.32553333 1071.81366667
 1077.72693333 1082.5094     1090.66176667 1094.52673333 1099.70523333
 1102.75756667 1107.42333333 1107.57643333 1107.77173333 1108.8963
 1122.25983333 1132.1356     1133.78003333 1148.71916667 1148.9521
 1152.66246667 1158.69616667 1160.5722     1165.81253333 1166.45636667
 1171.815      1176.9163     1178.79976667 1179.20126667 1180.56006667
 1185.3857     1185.61113333 1189.76863333 1191.12603333 1196.8635
 1203.94603333 1204.2125     1205.62993333 1211.46266667 1215.2435
 1219.42003333 1227.67523333 1237.92353333 1243.05506667 1243.68613333
 1246.21016667 1248.28476667 1255.3355     1256.7415     1256.7513
 1257.06183333 1261.44456667 1261.81386667 1261.97796667 1263.45763333
 1264.20243333 1264.554      1272.9164     1274.7321     1276.95723333
 1277.82436667 1279.3155     1290.0163     1294.58886667 1295.4892
 1295.76126667 1302.24286667 1303.36683333 1304.00676667 1304.19423333
 1304.24003333 1306.198      1311.56323333 1314.80656667 1315.7568
 1318.25183333 1327.9164     1327.94203333 1328.1877     1330.0423
 1332.32236667 1334.08996667 1334.19876667 1340.5231     1340.66116667
 1341.51573333 1341.62726667 1342.97136667 1343.9898     1351.14456667
 1352.1285     1354.76393333 1361.55813333 1363.17613333 1366.94
 1370.26103333 1375.9444     1384.29743333 1388.16986667 1391.4954
 1392.68396667 1401.21816667 1401.31126667 1402.73406667 1405.37926667
 1406.14176667 1409.13723333 1415.1185     1418.62146667 1426.01363333
 1426.01946667 1427.369      1428.55973333 1428.75833333 1430.0793
 1431.09053333 1432.4707     1432.71346667 1434.37903333 1438.0505
 1438.15603333 1440.70016667 1447.2242     1448.4269     1450.04036667
 1450.43273333 1450.86103333 1451.77       1454.86706667 1456.26016667
 1456.4877     1457.7961     1458.3762     1467.36556667 1476.84656667
 1478.05843333 1479.5307     1486.21133333 1486.47546667 1488.77066667
 1493.55746667 1494.1922     1496.474      1497.66696667 1499.47873333
 1504.3278     1507.85103333 1513.1469     1513.70363333 1514.4375
 1514.68506667 1517.42523333 1520.2977     1520.4504     1520.56576667
 1521.91826667 1523.27093333 1532.3506     1533.122      1536.24053333
 1537.88873333 1537.9065     1543.59513333 1545.34133333 1549.99536667
 1550.61113333 1550.74403333 1552.46543333 1559.15873333 1562.4832
 1563.2127     1563.5689     1564.9978     1566.8573     1571.45083333
 1572.437      1572.495      1574.95903333 1582.61146667 1585.00333333
 1588.23846667 1589.7402     1590.54416667 1590.82296667 1592.03843333
 1593.8943     1595.76526667 1596.08       1601.8308     1605.04963333
 1606.17726667 1608.87196667 1610.61883333 1610.6323     1612.9053
 1614.2493    ]",486,0.3278834442271274,mLACC2,-1.3113820552825928,32.97726929187775,18.27804732322693
107,1776,"[  17.1746       17.3917       17.538      ... 1620.61606667 1620.8865
 1621.09196667]",9080,5.661139525454771,mLACC3,-2.51115882396698,32.97726929187775,18.27804732322693
108,1567,"[   4.59123333   18.34573333   20.9481     ... 1616.32053333 1617.65256667
 1620.45103333]",3100,1.9184832743533813,mLACC4,-0.11160528659820557,34.17644256353378,18.27804732322693
109,1760,"[  17.90143333   18.00773333   19.13226667 ... 1617.21913333 1618.14793333
 1619.6994    ]",6952,4.34012287733582,mLACC5,-2.51115882396698,34.17644256353378,18.27804732322693
109,1763,"[  24.36726667   24.759        25.77423333 ... 1619.6658     1619.675
 1621.08736667]",3997,2.5032565194112606,mLACC5,-2.51115882396698,34.17644256353378,18.27804732322693
