thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,one_coin.started,no_resp_text.stopped,one_coin.stopped,feedback.stopped,valence,correct,outcome,three_coin.started,three_coin.stopped,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,three_cross.started,three_cross.stopped,one_cross.started,one_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
11,11,0,3,1,flat_comp,101,3.1,0.22,3.0,0.168,flat,flat_curv,-0.2,-0.22,rew,pen,input_data/stims/Shape_3.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,3.6123361000027217,None,None,None,['left'],[0.7076187999991816],[None],up,1.6595820000002277,None,1,0,1,0,0,11,11,21,356.6009156,,,,,,,,,356.58508399999846,0.0006264999974519014,357.5693958999982,357.5697680999983,357.58429590000014,358.6009672,358.5844852000009,358.58492000000115,0.0004431000015756581,360.0701211000014,360.0718343999979,360.084178000001,360.084178000001,360.084178000001,360.084178000001,360.084178000001,360.084178000001,360.084178000001,361.7524693999985,"[0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296]",None,None,['left'],[0.7076187999991816],[None],up,1.6595820000002277,None,361.75286349999806,361.76777859999856,362.01774079999814,362.00124199999846,362.001664899999,362.01774079999814,362.01774079999814,363.01775759999873,363.01775759999873,363.001283900001,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
12,12,0,3,1,flat_comp,84,1.5,-0.1,1.0,0.064,curv,curv_flat,0.2,-0.1,pen,rew,input_data/stims/Shape_1.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,3.6123361000027217,None,None,None,['left'],[0.8011789999982284],[0.4721004000020912],up,1.30524990000049,None,1,0,1,0,0,12,12,4,363.01775759999873,,,,,,,,,363.00189690000116,0.0006127000015112571,364.08695760000046,364.0873326000001,364.10114539999995,365.10117900000114,365.0846655999994,365.0851073999984,0.00045200000022305176,366.5189466999982,366.5202422000002,366.5345582000009,366.5345582000009,366.5345582000009,366.5345582000009,366.5345582000009,366.5345582000009,366.5345582000009,367.8522496000005,"[0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.16, -0.16, -0.16]",None,None,['left'],[0.8011789999982284],[0.4721004000020912],up,1.30524990000049,None,367.85263190000114,367.8679979999979,368.11793899999975,368.1013806999981,368.1017929000009,368.11793899999975,,369.11793979999857,,369.1014447999987,rew,1,3,368.11793899999975,369.11793979999857,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
13,13,0,3,1,flat_comp,110,3.5,0.3,3.0,0.396,flat,curv_flat,0.2,0.3,rew,pen,input_data/stims/Shape_3.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,3.6123361000027217,None,None,None,['right'],[0.6033212000002095],[0.37602440000046045],up,1.3713012000007438,None,1,0,1,0,0,13,13,30,369.11793979999857,,,,,,,,,369.1020521999999,0.0006076999998185784,370.0359193000004,370.036321399999,370.05133339999884,371.05133790000036,371.03483069999857,371.03526630000124,0.00044460000208346173,372.46969510000054,372.47093459999815,372.4845204000012,372.4845204000012,372.4845204000012,372.4845204000012,372.4845204000012,372.4845204000012,372.4845204000012,373.8691857999984,"[0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396]",None,None,['right'],[0.6033212000002095],[0.37602440000046045],up,1.3713012000007438,None,373.8696048999991,373.8847545999997,374.13473449999947,374.11828719999903,374.11869469999874,374.13473449999947,374.13473449999947,375.13481200000024,375.13481200000024,375.1182907000002,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
14,14,0,3,1,flat_comp,116,3.9,0.38,3.0,-0.088,flat,curv_flat,0.2,0.38,rew,pen,input_data/stims/Shape_3.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,3.6123361000027217,None,None,None,['right'],[0.5539495999983046],[None],up,1.449994799997512,None,1,0,1,0,0,14,14,36,375.13481200000024,,,,,,,,,375.11891359999936,0.000623199997789925,376.2032153,376.20359149999786,376.2181485000001,377.2181535999989,377.20165129999805,377.2020917000009,0.0004501999974309001,378.6870906000004,378.6883439000012,378.7018547000007,378.7018547000007,378.7018547000007,378.7018547000007,378.7018547000007,378.7018547000007,378.7018547000007,380.1530105999991,"[-0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.288, 0.296, 0.304, 0.312, 0.32, 0.328, 0.336, 0.344]",None,None,['right'],[0.5539495999983046],[None],up,1.449994799997512,None,380.1533890999999,380.16825120000067,380.41824709999855,380.40174099999786,380.40214750000086,380.41824709999855,380.41824709999855,381.41827230000126,381.41827230000126,381.4018131999983,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
15,15,0,3,1,flat_comp,94,2.5,0.1,1.0,0.236,curv,curv_flat,0.2,0.1,pen,rew,input_data/stims/Shape_2.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,3.6123361000027217,None,None,None,['left'],[0.8147863000012876],[None],up,1.36676019999868,None,1,0,1,0,0,15,15,14,381.41827230000126,,,,,,,,,381.40242600000056,0.0006123999992269091,382.48729000000094,382.4878917999995,382.5016457999991,383.50165840000045,383.4851587999983,383.48559229999955,0.000442000000475673,384.9691548999981,384.9704267999987,384.9850521999979,384.9850521999979,384.9850521999979,384.9850521999979,384.9850521999979,384.9850521999979,384.9850521999979,386.35319479999816,"[0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036]",None,None,['left'],[0.8147863000012876],[None],up,1.36676019999868,None,386.35357440000007,386.3684276999993,386.6184229999999,386.60189289999835,386.6022918999988,386.6184229999999,,387.618449900001,,387.6019505000004,rew,1,3,386.6184229999999,387.618449900001,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
16,16,0,3,1,flat_comp,109,3.5,0.3,3.0,-0.172,flat,flat_curv,-0.2,-0.3,rew,pen,input_data/stims/Shape_3.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,3.6123361000027217,None,None,None,['left'],[0.8167725999992399],[None],up,1.3849417999990692,None,1,0,1,0,0,16,16,29,387.618449900001,,,,,,,,,387.60255659999893,0.0006073000004107598,388.63626179999846,388.6366409000002,388.6518345000004,389.6518462999993,389.63533969999844,389.6357829000008,0.0004535000007308554,391.12009620000026,391.12156959999993,391.1350302999999,391.1350302999999,391.1350302999999,391.1350302999999,391.1350302999999,391.1350302999999,391.1350302999999,392.536338599999,"[-0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.18, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.252, -0.26, -0.268, -0.276, -0.284, -0.292, -0.3, -0.308, -0.316, -0.324, -0.332, -0.34, -0.348, -0.356, -0.364, -0.372, -0.38, -0.388, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396]",None,None,['left'],[0.8167725999992399],[None],up,1.3849417999990692,None,392.53674559999854,392.55191710000145,392.80192159999933,392.78542390000075,392.7858258000015,392.80192159999933,392.80192159999933,393.80195430000094,393.80195430000094,393.7854851999982,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
17,17,0,3,1,flat_comp,117,3.9,0.38,3.0,-0.34,flat,flat_curv,-0.2,-0.38,rew,pen,input_data/stims/Shape_3.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,3.6123361000027217,None,None,None,['left'],[0.937082399999781],[0.08823040000061155],up,1.177012800002558,None,1,0,1,0,0,17,17,37,393.80195430000094,,,,,,,,,393.7861000999983,0.0006143999999039806,394.8695861999986,394.86998250000033,394.88533910000115,395.88537240000005,395.8688297000008,395.86927110000033,0.0004515000000537839,397.3037022999997,397.30518949999896,397.31874419999804,397.31874419999804,397.31874419999804,397.31874419999804,397.31874419999804,397.31874419999804,397.31874419999804,398.50311169999986,"[-0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.34, -0.348, -0.356, -0.364, -0.372, -0.38, -0.38, -0.38, -0.38, -0.38, -0.38, -0.38, -0.38, -0.38, -0.38, -0.38]",None,None,['left'],[0.937082399999781],[0.08823040000061155],up,1.177012800002558,None,398.5035018999988,398.5187662999997,398.76876899999843,398.7522392999999,398.75264160000006,398.76876899999843,398.76876899999843,399.7687870000009,399.7687870000009,399.75231939999867,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
18,18,0,3,1,flat_comp,100,3.1,0.22,3.0,-0.044,flat,curv_flat,0.2,0.22,rew,pen,input_data/stims/Shape_3.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,3.6123361000027217,None,None,None,['right'],[0.6512514999994892],[None],up,1.363354100001743,None,1,0,1,0,0,18,18,20,399.7687870000009,,,,,,,,,399.75293039999815,0.0006190999993123114,400.83729139999923,400.8376681000009,400.8521737999981,401.8522138999979,401.8356896000005,401.8361412000013,0.0004604999994626269,403.22122619999936,403.2225365000013,403.23648310000135,403.23648310000135,403.23648310000135,403.23648310000135,403.23648310000135,403.23648310000135,403.23648310000135,404.60370200000034,"[-0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.236, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284, 0.292, 0.3]",None,None,['right'],[0.6512514999994892],[None],up,1.363354100001743,None,404.60407549999945,404.61893209999835,404.86895039999945,404.852404199999,404.85280059999786,404.86895039999945,404.86895039999945,405.868972799999,405.868972799999,405.85247040000104,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
19,19,0,3,1,flat_comp,91,2.1,0.02,1.0,0.232,curv,flat_curv,-0.2,-0.02,pen,rew,input_data/stims/Shape_2.10_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,3.6123361000027217,None,None,None,['right'],[1.2822997000002943],[0.08799609999914537],up,1.6423073000005388,None,1,0,1,0,0,19,19,11,405.868972799999,,,,,,,,,405.85307679999823,0.0006057999999029562,406.83663979999983,406.837019300001,406.852343999999,407.8523485000005,407.83583630000066,407.8362703999992,0.00044299999717622995,409.27049519999855,409.271759700001,409.2855421999993,409.2855421999993,409.2855421999993,409.2855421999993,409.2855421999993,409.2855421999993,409.2855421999993,410.93684999999823,"[0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28, 0.28]",None,None,['right'],[1.2822997000002943],[0.08799609999914537],up,1.6423073000005388,None,410.937259899998,410.95248549999815,411.2024373999993,411.18593070000134,411.1863388999991,411.2024373999993,,412.2024676000001,,412.18597880000016,rew,1,3,411.2024373999993,412.2024676000001,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
20,20,0,3,1,flat_comp,86,1.7,-0.06,1.0,0.376,curv,curv_flat,0.2,-0.06,pen,rew,input_data/stims/Shape_1.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,3.6123361000027217,None,None,None,['left'],[0.8260811999971338],[None],up,1.6819997999991756,None,1,0,1,0,0,20,20,6,412.2024676000001,,,,,,,,,412.18657529999837,0.0005952999999863096,413.17119900000034,413.1715737000013,413.1859278999982,414.185989900001,414.1693755999986,414.1698307000006,0.00046549999751732685,415.6545839999999,415.65585160000046,415.66980500000136,415.66980500000136,415.66980500000136,415.66980500000136,415.66980500000136,415.66980500000136,415.66980500000136,417.3540370999981,"[0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.376, 0.368, 0.36, 0.352, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04]",None,None,['left'],[0.8260811999971338],[None],up,1.6819997999991756,None,417.3544518999988,417.3692917999979,417.61931679999907,417.6027589000005,417.6031605999997,417.61931679999907,,418.61931639999966,,418.60282689999804,rew,1,3,417.61931679999907,418.61931639999966,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
21,21,0,3,1,flat_comp,103,3.1,0.22,3.0,0.34,flat,flat_curv,-0.2,-0.22,rew,pen,input_data/stims/Shape_3.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,3.6123361000027217,None,None,None,['left'],[1.065632199999527],[None],up,2.329674500000692,None,1,0,1,0,0,21,21,23,418.61931639999966,,,,,,,,,418.6034342999992,0.0006078000005800277,419.53747060000023,419.5378445999995,419.55268729999807,420.55270929999824,420.53621120000025,420.5366514999987,0.0004498999987845309,421.87044089999836,421.87180029999945,421.8861551000009,421.8861551000009,421.8861551000009,421.8861551000009,421.8861551000009,421.8861551000009,421.8861551000009,424.22093219999806,"[0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.332, 0.324, 0.316, 0.308, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.252, -0.26, -0.268, -0.276]",None,None,['left'],[1.065632199999527],[None],up,2.329674500000692,None,424.22132950000014,424.2360985999985,424.48606559999826,424.4696409999997,424.47005419999914,424.48606559999826,424.48606559999826,425.48617000000013,425.48617000000013,425.4696985999981,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
