thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,one_coin.started,no_resp_text.stopped,one_coin.stopped,feedback.stopped,valence,correct,outcome,three_coin.started,three_coin.stopped,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,three_cross.started,three_cross.stopped,one_cross.started,one_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
21,21,0,4,2,baseline,135,1.5,-0.1,3.0,0.048,curv,flat_curv,0.0,0.1,pen,rew,input_data/stims/Shape_1.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.456489700001839,None,None,None,['right'],[1.0119128999976965],[0.41581740000037826],up,1.4517182999989018,None,3,0,3,0,0,21,21,15,943.0673427000002,,,,,,,,,943.0514906999997,0.0006156999988888856,943.9858832999998,943.9862821999996,944.0006982999985,945.0007131999992,944.984198099999,944.9846249000002,0.0004355000019131694,946.2700761000015,946.2713986999988,946.2842477000013,946.2842477000013,946.2842477000013,946.2842477000013,946.2842477000013,946.2842477000013,946.2842477000013,947.7518180000006,"[0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.248, 0.248, 0.248]",None,None,['right'],[1.0119128999976965],[0.41581740000037826],up,1.4517182999989018,None,947.7522031000008,947.7674743999996,948.0174698999981,948.0009404999983,948.0013374000009,948.0174698999981,,949.0174974000001,,949.0010069999989,rew,1,3,948.0174698999981,949.0174974000001,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
22,22,0,4,2,baseline,131,1.1,-0.18,3.0,0.292,curv,flat_curv,0.0,0.18,pen,rew,input_data/stims/Shape_1.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.456489700001839,None,None,None,['right'],[0.9038512999977684],[0.13597070000105305],up,1.2236822999984724,None,3,0,3,0,0,22,22,11,949.0174974000001,,,,,,,,,949.001608999999,0.000601499999902444,950.0355013000008,950.0358826000011,950.0508740000005,951.0508918999985,951.0343842000002,951.0348162000009,0.0004417000018293038,952.3693263999994,952.3706033999988,952.3842958999994,952.3842958999994,952.3842958999994,952.3842958999994,952.3842958999994,952.3842958999994,952.3842958999994,953.6187666000005,"[0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292, 0.3, 0.308, 0.316, 0.324, 0.332, 0.34, 0.348, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356, 0.356]",None,None,['right'],[0.9038512999977684],[0.13597070000105305],up,1.2236822999984724,None,953.6191752000013,953.6343257000008,953.8843072999989,953.8678703000005,953.868274299999,953.8843072999989,,954.8843414000003,,954.8679425999981,rew,1,3,953.8843072999989,954.8843414000003,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
23,23,0,4,2,baseline,159,3.9,0.38,1.0,0.132,flat,flat_curv,0.0,-0.38,rew,pen,input_data/stims/Shape_3.90_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.456489700001839,None,None,None,['left'],[0.806658100002096],[None],up,1.6225676000030944,None,3,0,3,0,0,23,23,39,954.8843414000003,,,,,,,,,954.8685729999997,0.0006314000020211097,955.8522264999992,955.8525995999989,955.8677247000014,956.8676573000012,956.851146500001,956.8516061999981,0.00046749999819439836,958.185217899998,958.1865025000006,958.2014442,958.2014442,958.2014442,958.2014442,958.2014442,958.2014442,958.2014442,959.8359065000004,"[0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.252, -0.26, -0.268]",None,None,['left'],[0.806658100002096],[None],up,1.6225676000030944,None,959.836284099998,959.8511502000001,960.1011381999997,960.0846319000011,960.0850271999989,960.1011381999997,960.1011381999997,961.1011699999981,961.1011699999981,961.0847974999997,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
24,24,0,4,2,baseline,142,2.3,0.06,1.0,0.244,flat,curv_flat,0.0,0.06,rew,pen,input_data/stims/Shape_2.30_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.456489700001839,None,None,None,['right'],[0.9121182000017143],[None],up,1.280182499998773,None,3,0,3,0,0,24,24,22,961.1011699999981,,,,,,,,,961.085409700001,0.0006107000008341856,962.0695157000009,962.0699090999988,962.0845498999988,963.0845703000014,963.0680477999995,963.0684982999992,0.0004607999981089961,964.3522239999984,964.3535035999994,964.3679389999998,964.3679389999998,964.3679389999998,964.3679389999998,964.3679389999998,964.3679389999998,964.3679389999998,965.6523362999978,"[0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284, 0.292, 0.3, 0.308, 0.316, 0.324, 0.332, 0.34, 0.348, 0.356, 0.364, 0.372, 0.38, 0.388, 0.396, 0.396, 0.396, 0.396, 0.396]",None,None,['right'],[0.9121182000017143],[None],up,1.280182499998773,None,965.6527341000001,965.6679872999994,965.9179732999983,965.9014795000003,965.9018790000009,965.9179732999983,965.9179732999983,966.9180859999979,966.9180859999979,966.901542399999,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
25,25,0,4,2,baseline,136,1.7,-0.06,3.0,-0.184,curv,curv_flat,0.0,-0.06,pen,rew,input_data/stims/Shape_1.70_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.456489700001839,None,None,None,['left'],[1.0651473000034457],[0.3279382999971858],up,1.4651542000028712,None,3,0,3,0,0,25,25,16,966.9180859999979,,,,,,,,,966.9021649999995,0.0006224999997357372,967.8374602000004,967.8378518999998,967.8513706999984,968.8513910000001,968.8349205000013,968.8353637,0.0004531999984465074,970.1196440999993,970.1209829,970.1349059999993,970.1349059999993,970.1349059999993,970.1349059999993,970.1349059999993,970.1349059999993,970.1349059999993,971.6025272000006,"[-0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296, -0.304, -0.312, -0.32, -0.328, -0.336, -0.344, -0.344, -0.344, -0.344, -0.344, -0.344]",None,None,['left'],[1.0651473000034457],[0.3279382999971858],up,1.4651542000028712,None,971.6029301999988,971.6182117999997,971.8681504000015,971.8517288000003,971.8521321999979,971.8681504000015,,972.8681743999987,,972.8517046999987,rew,1,3,971.8681504000015,972.8681743999987,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
26,26,0,4,2,baseline,150,3.1,0.22,1.0,0.284,flat,curv_flat,0.0,0.22,rew,pen,input_data/stims/Shape_3.10_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.456489700001839,None,None,None,['right'],[1.7112559000015608],[0.3360726999999315],up,2.0473286000014923,None,3,0,3,0,0,26,26,30,972.8681743999987,,,,,,,,,972.8522889999986,0.0005840000012540258,973.7376866000013,973.7381213000008,973.7515587999987,974.7515574999998,974.7350497000007,974.7354839,0.00044320000233710743,976.1705130999981,976.1720075000012,976.1847476000003,976.1847476000003,976.1847476000003,976.1847476000003,976.1847476000003,976.1847476000003,976.1847476000003,978.2363229000002,"[0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.284, 0.292, 0.3, 0.308, 0.316, 0.324, 0.332, 0.34, 0.348, 0.356, 0.364, 0.372, 0.38, 0.388, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396]",None,None,['right'],[1.7112559000015608],[0.3360726999999315],up,2.0473286000014923,None,978.2367076999981,978.2516525999999,978.5016722,978.4851581000003,978.4855491999988,978.5016722,978.5016722,979.5016902999996,979.5016902999996,979.4851980999993,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
27,27,0,4,2,baseline,158,3.9,0.38,1.0,0.236,flat,curv_flat,0.0,0.38,rew,pen,input_data/stims/Shape_3.90_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.456489700001839,None,None,None,['right'],[1.0012217000003147],[0.13603760000114562],up,1.2892083000006096,None,3,0,3,0,0,27,27,38,979.5016902999996,,,,,,,,,979.4857943999996,0.0005963000003248453,980.3693540999993,980.3697229999998,980.3850762000002,981.3851992999989,981.3686250999999,981.3690787000014,0.0004760999981954228,982.702581900001,982.7040400000005,982.7188067999996,982.7188067999996,982.7188067999996,982.7188067999996,982.7188067999996,982.7188067999996,982.7188067999996,984.0199675000003,"[0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284, 0.292, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",None,None,['right'],[1.0012217000003147],[0.13603760000114562],up,1.2892083000006096,None,984.0203589999983,984.0351588999984,984.2851628999997,984.2687020000012,984.2691067000014,984.2851628999997,984.2851628999997,985.2851994000011,985.2851994000011,985.2687111999985,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
28,28,0,4,2,baseline,146,2.7,0.14,1.0,0.012,flat,curv_flat,0.0,0.14,rew,pen,input_data/stims/Shape_2.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.456489700001839,None,None,None,['right'],[0.7877191999978095],[0.2720455000016955],up,1.4917688999994425,None,3,0,3,0,0,28,28,26,985.2851994000011,,,,,,,,,985.2693314999997,0.00061949999872013,986.353510500001,986.3538846999982,986.3686199000003,987.3686267000012,987.3520798999998,987.3525077000013,0.0004374000018287916,988.8375194,988.8387914000014,988.8522678000008,988.8522678000008,988.8522678000008,988.8522678000008,988.8522678000008,988.8522678000008,988.8522678000008,990.353094099999,"[0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14]",None,None,['right'],[0.7877191999978095],[0.2720455000016955],up,1.4917688999994425,None,990.3535024000012,990.3686766999999,990.6186968000002,990.6021553999999,990.6025674000011,990.6186968000002,990.6186968000002,991.6187476000014,991.6187476000014,991.6022353000008,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
29,29,0,4,2,baseline,143,2.3,0.06,1.0,0.22,flat,flat_curv,0.0,-0.06,rew,pen,input_data/stims/Shape_2.30_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.456489700001839,None,None,None,['left'],[1.2547035999996297],[None],up,2.086742999999842,None,3,0,3,0,0,29,29,23,991.6187476000014,,,,,,,,,991.6028611000002,0.0006248999998206273,992.6365589999987,992.6369400000003,992.6520974000014,993.6521026999981,993.6356195000008,993.6360687999986,0.0004580000022542663,994.9709289999992,994.9722024000002,994.9852785000003,994.9852785000003,994.9852785000003,994.9852785000003,994.9852785000003,994.9852785000003,994.9852785000003,997.086916100001,"[0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.18, -0.188]",None,None,['left'],[1.2547035999996297],[None],up,2.086742999999842,None,997.0873037999991,997.1021919000013,997.3521986000014,997.3356581000007,997.3360433999987,997.3521986000014,997.3521986000014,998.3522178999992,998.3522178999992,998.3357271999994,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
30,30,0,4,2,baseline,139,1.9,-0.02,3.0,0.296,curv,flat_curv,0.0,0.02,pen,rew,input_data/stims/Shape_1.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.456489700001839,None,None,None,['left'],[1.1008244000004197],[None],up,2.012641299999814,None,3,0,3,0,0,30,30,19,998.3522178999992,,,,,,,,,998.3363409999984,0.0006146000014268793,999.4208261999993,999.4211978999992,999.4355954999992,1000.4356139999982,1000.4190952999998,1000.4195357999997,0.00044970000089961104,1001.8030445000004,1001.8042844999982,1001.8193161999989,1001.8193161999989,1001.8193161999989,1001.8193161999989,1001.8193161999989,1001.8193161999989,1001.8193161999989,1003.8370553999994,"[0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144]",None,None,['left'],[1.1008244000004197],[None],up,2.012641299999814,None,1003.8374498999983,1003.8523964000015,1004.1023921000015,1004.0858488999984,1004.0862388999994,1004.1023921000015,,1005.1024284000014,,1005.0859137000007,rew,0,-1,,,,,,,,,,,,1004.1023921000015,1005.1024284000014,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
31,31,0,4,2,baseline,132,1.3,-0.14,3.0,-0.316,curv,curv_flat,0.0,-0.14,pen,rew,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,2.456489700001839,None,None,None,"['left', 'right']","[1.6124176000012085, 2.140575199999148]","[0.2560793999982707, 0.08797540000159643]",up,2.4846545000000333,None,3,0,3,0,0,31,31,12,1005.1024284000014,,,,,,,,,1005.0865307999993,0.0006096000033721793,1006.1206921000012,1006.1210615999989,1006.1357814000003,1007.1357955999993,1007.1192974000005,1007.1197471000014,0.000459999999293359,1008.405028000001,1008.4063032999984,1008.4195609999988,1008.4195609999988,1008.4195609999988,1008.4195609999988,1008.4195609999988,1008.4195609999988,1008.4195609999988,1010.9202824999993,"[-0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.324, -0.332, -0.34, -0.348, -0.356, -0.364, -0.372, -0.38, -0.388, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.388, -0.38, -0.372, -0.364, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356]",None,None,"['left', 'right']","[1.6124176000012085, 2.140575199999148]","[0.2560793999982707, 0.08797540000159643]",up,2.4846545000000333,None,1010.9207056000014,1010.9359192000011,1011.1859121999987,1011.1694800000005,1011.1698972999984,1011.1859121999987,,1012.1859452999997,,1012.1694740999992,rew,1,3,1011.1859121999987,1012.1859452999997,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
32,32,0,4,2,baseline,123,0.3,-0.34,3.0,0.18,curv,flat_curv,0.0,0.34,pen,rew,input_data/stims/Shape_0.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,2.456489700001839,None,None,None,['right'],[0.5913802000031865],[0.38404779999837046],up,1.0313650999996753,None,3,0,3,0,0,32,32,3,1012.1859452999997,,,,,,,,,1012.170120499999,0.0006484999976237305,1013.1539392999985,1013.1543228999981,1013.1693234999984,1014.1693287999988,1014.1528050999987,1014.1532427999991,0.0004484999990381766,1015.5372303000004,1015.5385119999992,1015.5527156999997,1015.5527156999997,1015.5527156999997,1015.5527156999997,1015.5527156999997,1015.5527156999997,1015.5527156999997,1016.5871413999994,"[0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.236, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284, 0.292, 0.3, 0.308, 0.316, 0.324, 0.332, 0.34, 0.348, 0.356, 0.364, 0.364, 0.364, 0.364, 0.364]",None,None,['right'],[0.5913802000031865],[0.38404779999837046],up,1.0313650999996753,None,1016.5875307999995,1016.6027332999984,1016.8527469,1016.836843699999,1016.8372377000014,1016.8527469,,1017.8527671000011,,1017.8363028999993,rew,1,3,1016.8527469,1017.8527671000011,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
