thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,true_div,div_pos,target_pos,valence,target_file,img1_file,img2_file,valence_direction,direction,marker_direction,noise_direction,shape_category,valence_resp.keys,valence_resp.rt,valence_resp.duration,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,valence_instruct.started,valence_image.started,valence_text.started,valence_resp.started,valence_instruct.stopped,blocks.valence_resp.keys,blocks.valence_resp.rt,blocks.valence_resp.duration,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_cross.started,no_resp_text.stopped,three_cross.stopped,feedback.stopped,correct,outcome,three_coin.started,three_coin.stopped,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,subj,practice?,sess_type,date,expName,psychopyVersion,frameRate,expStart,
10,10,0,2,1,curv_comp,78,2.9,0.18,3.0,-0.264,flat,curv_flat,-0.2,-0.2,0.18,rew,input_data/stims/Shape_2.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,-1.0,1.0,1,None,,,up,2.3777788000006694,None,None,None,"['right', 'left']","[0.44909200000074634, 1.465083400000367]","[0.8960012999996252, 0.68794010000056]",up,2.193083199999819,None,4,0,4,0,0,10,10,38,1216.2029084999995,,,,,,,,,,,,,,,,,1216.1869714000004,0.0005904999998165295,1217.0707032999999,1217.071148699999,1217.0862799999995,1218.0863475999995,1218.0698230999988,1218.0702621,0.0004512000014074147,1219.4045533999997,1219.4062126999997,1219.4196658,1219.4196658,1219.4196658,1219.4196658,1219.4196658,1219.4196658,1219.4196658,1221.620684899999,"[-0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.168, -0.168, -0.168]",None,None,"['right', 'left']","[0.44909200000074634, 1.465083400000367]","[0.8960012999996252, 0.68794010000056]",up,2.193083199999819,None,1221.6211016999987,1221.6364065999987,1221.8863879,1221.8698606999988,1221.8702420999998,1221.8863879,,1222.8864102999996,,1222.8699223999993,1,3,1221.8863879,1222.8864102999996,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
11,11,0,2,1,curv_comp,74,2.5,0.1,1.0,-0.28,flat,curv_flat,-0.2,-0.2,0.1,rew,input_data/stims/Shape_2.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,-1.0,-1.0,1,None,,,up,2.3777788000006694,None,None,None,['right'],[1.3636191000005056],[0.5201020999993489],up,2.107515499999863,None,4,0,4,0,0,11,11,34,1222.8864102999996,,,,,,,,,,,,,,,,,1222.8705222999997,0.0006008999989717267,1223.8545407000001,1223.8550415999998,1223.8697857999996,1224.869820599999,1224.8532711999997,1224.8536927999994,0.0004316000013204757,1226.3377918999995,1226.3390999000003,1226.3532030999995,1226.3532030999995,1226.3532030999995,1226.3532030999995,1226.3532030999995,1226.3532030999995,1226.3532030999995,1228.4709564999994,"[-0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.28, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024]",None,None,['right'],[1.3636191000005056],[0.5201020999993489],up,2.107515499999863,None,1228.471391699999,1228.4865723999992,1228.7365785999991,1228.7200531999988,1228.7204294999992,1228.7365785999991,,1229.7366048000004,,1229.7200930999988,1,3,1228.7365785999991,1229.7366048000004,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
12,12,0,2,1,curv_comp,76,2.7,0.14,1.0,0.316,flat,curv_flat,-0.2,-0.2,0.14,rew,input_data/stims/Shape_2.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,1.0,-1.0,1,None,,,up,2.3777788000006694,None,None,None,"['right', 'left']","[1.053398300000481, 1.4053188000016235]","[0.31192190000001574, 0.4880896999984543]",up,2.1173484999999346,None,4,0,4,0,0,12,12,36,1229.7366048000004,,,,,,,,,,,,,,,,,1229.7206776999992,0.0005837999997311272,1230.6046862999992,1230.605164999999,1230.6199856999992,1231.6199982999988,1231.603470099999,1231.6038824999996,0.0004239999998389976,1232.8877845999996,1232.8897084,1232.9033788999986,1232.9033788999986,1232.9033788999986,1232.9033788999986,1232.9033788999986,1232.9033788999986,1232.9033788999986,1235.0377295999988,"[0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.324, 0.332, 0.34, 0.348, 0.356, 0.364, 0.372, 0.38, 0.388, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.388, 0.38, 0.372, 0.364, 0.356, 0.348, 0.34, 0.332, 0.324, 0.316, 0.308, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164, 0.164]",None,None,"['right', 'left']","[1.053398300000481, 1.4053188000016235]","[0.31192190000001574, 0.4880896999984543]",up,2.1173484999999346,None,1235.0381457000003,1235.0534441,1235.3034489000001,1235.2868875999993,1235.2872900000002,1235.3034489000001,,1236.3034678999993,,1236.2869501999994,1,3,1235.3034489000001,1236.3034678999993,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
13,13,0,2,1,curv_comp,77,2.7,0.14,1.0,-0.204,flat,flat_curv,-0.2,0.2,-0.14,rew,input_data/stims/Shape_2.70_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,-1.0,-1.0,1,None,,,up,2.3777788000006694,None,None,None,['right'],[1.1319702000000689],[0.3279547000001912],up,1.6519650999998703,None,4,0,4,0,0,13,13,37,1236.3034678999993,,,,,,,,,,,,,,,,,1236.2875397999996,0.0005909999999857973,1237.3222982999996,1237.3229078000004,1237.337174799999,1238.3369488999997,1238.3204062000004,1238.3208273,0.00043169999844394624,1239.7058851000002,1239.707398299999,1239.7207722999992,1239.7207722999992,1239.7207722999992,1239.7207722999992,1239.7207722999992,1239.7207722999992,1239.7207722999992,1241.3884762999987,"[-0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044]",None,None,['right'],[1.1319702000000689],[0.3279547000001912],up,1.6519650999998703,None,1241.3888957,1241.404118299999,1241.6541304000002,1241.6375879999996,1241.6379668999998,1241.6541304000002,,1242.6545078999989,,1242.6379840999998,1,3,1241.6541304000002,1242.6545078999989,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
14,14,0,2,1,curv_comp,63,1.3,-0.14,3.0,-0.264,flat,flat_curv,-0.2,0.2,0.14,rew,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,-1.0,1.0,1,None,,,up,2.3777788000006694,None,None,None,['right'],[1.4289392999999109],[0.8479888000001665],up,2.3649218999998993,None,4,0,4,0,0,14,14,23,1242.6545078999989,,,,,,,,,,,,,,,,,1242.6385744999989,0.0005917999988014344,1243.573902099999,1243.5746674999991,1243.587919399999,1244.5883190000004,1244.5718476999991,1244.5723103,0.0004748999999719672,1246.055996699999,1246.0575630999992,1246.0717602000004,1246.0717602000004,1246.0717602000004,1246.0717602000004,1246.0717602000004,1246.0717602000004,1246.0717602000004,1248.4381127999986,"[-0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144, 0.144]",None,None,['right'],[1.4289392999999109],[0.8479888000001665],up,2.3649218999998993,None,1248.4385091000004,1248.4537861999997,1248.703792799999,1248.6872559999993,1248.6876441999993,1248.703792799999,,1249.703837699999,,1249.6873071999999,1,3,1248.703792799999,1249.703837699999,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
15,15,0,2,1,curv_comp,66,1.7,-0.06,3.0,0.2,flat,curv_flat,-0.2,-0.2,-0.06,rew,input_data/stims/Shape_1.70_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,1.0,1.0,1,None,,,up,2.3777788000006694,None,None,None,['left'],[1.1080873000009888],[0.519935299998906],up,1.9961278999999195,None,4,0,4,0,0,15,15,26,1249.703837699999,,,,,,,,,,,,,,,,,1249.6879052999993,0.0005978999997751089,1250.7225992999993,1250.7229724999997,1250.7371993999986,1251.7372204999992,1251.7207015000004,1251.7211349999998,0.00044519999937620014,1253.1047851000003,1253.1060598000004,1253.1206487,1253.1206487,1253.1206487,1253.1206487,1253.1206487,1253.1206487,1253.1206487,1255.1216318999996,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048, -0.048]",None,None,['left'],[1.1080873000009888],[0.519935299998906],up,1.9961278999999195,None,1255.1220445999988,1255.1373034999997,1255.3873074999992,1255.3707969999996,1255.3711721,1255.3873074999992,,1256.3873387999993,,1256.3708201999998,1,3,1255.3873074999992,1256.3873387999993,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
16,16,0,2,1,curv_comp,56,0.9,-0.22,1.0,-0.308,curv,curv_flat,-0.2,-0.2,-0.22,pen,input_data/stims/Shape_0.90_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,-1.0,-1,None,,,up,2.3777788000006694,None,None,None,['right'],[0.6365688999994745],[0.5759658000006311],up,1.5725673999986611,None,4,0,4,0,0,16,16,16,1256.3873387999993,,,,,,,,,,,,,,,,,1256.3714146999991,0.0005944000004092231,1257.4067206,1257.4071396,1257.4207310000002,1258.4207501,1258.4042016999992,1258.4046301999988,0.000439199999163975,1259.6888304000004,1259.6900466999996,1259.7041188999992,1259.7041188999992,1259.7041188999992,1259.7041188999992,1259.7041188999992,1259.7041188999992,1259.7041188999992,1261.288445799999,"[-0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036]",None,None,['right'],[0.6365688999994745],[0.5759658000006311],up,1.5725673999986611,None,1261.2888523000001,1261.3041432999999,1261.5541522999993,1261.5376049999995,1261.5379999999986,1261.5541522999993,1261.5541522999993,1262.554181399999,1262.554181399999,1262.5376555999992,0,-3,,,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
17,17,0,2,1,curv_comp,47,0.3,-0.34,3.0,-0.072,curv,flat_curv,-0.2,0.2,0.34,pen,input_data/stims/Shape_0.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,-1.0,1.0,-1,None,,,up,2.3777788000006694,None,None,None,"['left', 'right']","[0.7418015000002924, 1.845764000001509]","[0.2959638000011182, 0.6479710999992676]",up,2.6537628000005498,None,4,0,4,0,0,17,17,7,1262.554181399999,,,,,,,,,,,,,,,,,1262.5382731999998,0.0006179000010888558,1263.4219156,1263.4226445999993,1263.4375467999998,1264.4375609999988,1264.4210133999986,1264.42144,0.00043679999907908496,1265.856071099999,1265.8580483999995,1265.8709510999997,1265.8709510999997,1265.8709510999997,1265.8709510999997,1265.8709510999997,1265.8709510999997,1265.8709510999997,1268.5386629999994,"[-0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096, 0.096]",None,None,"['left', 'right']","[0.7418015000002924, 1.845764000001509]","[0.2959638000011182, 0.6479710999992676]",up,2.6537628000005498,None,1268.5391118999996,1268.5543658999995,1268.8043469000004,1268.7878163999994,1268.7882002999995,1268.8043469000004,1268.8043469000004,1269.804374199999,1269.804374199999,1269.7878634999997,0,-3,,,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
18,18,0,2,1,curv_comp,67,1.7,-0.06,3.0,-0.356,flat,flat_curv,-0.2,0.2,0.06,rew,input_data/stims/Shape_1.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,-1.0,1.0,1,None,,,up,2.3777788000006694,None,None,None,['right'],[1.2535880999985238],[0.6559291000012308],up,2.189563399999315,None,4,0,4,0,0,18,18,27,1269.804374199999,,,,,,,,,,,,,,,,,1269.7884918,0.0006291999998211395,1270.8731771999992,1270.8737942999996,1270.8877684,1271.8877668999994,1271.8712548000003,1271.8716833999988,0.0004392000009829644,1273.256226899999,1273.2575507000001,1273.2711531999994,1273.2711531999994,1273.2711531999994,1273.2711531999994,1273.2711531999994,1273.2711531999994,1273.2711531999994,1275.4722506999988,"[-0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.348, -0.34, -0.332, -0.324, -0.316, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044]",None,None,['right'],[1.2535880999985238],[0.6559291000012308],up,2.189563399999315,None,1275.472674999999,1275.4878737999989,1275.7378747999992,1275.7213479000002,1275.7217294999991,1275.7378747999992,,1276.7378990999987,,1276.7214105999992,1,3,1275.7378747999992,1276.7378990999987,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
19,19,0,2,1,curv_comp,62,1.3,-0.14,3.0,-0.204,flat,curv_flat,-0.2,-0.2,-0.14,rew,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,-1.0,1.0,1,None,,,up,2.3777788000006694,None,None,None,['right'],[1.3260166000000027],[0.7199617999995098],up,2.21400580000045,None,4,0,4,0,0,19,19,22,1276.7378990999987,,,,,,,,,,,,,,,,,1276.7220130999995,0.0006047999995644204,1277.7061439999998,1277.7065321999999,1277.7212851000004,1278.7212824999988,1278.704757899999,1278.7051811000001,0.0004336000001785578,1280.0396486999998,1280.0415453999994,1280.0546869999998,1280.0546869999998,1280.0546869999998,1280.0546869999998,1280.0546869999998,1280.0546869999998,1280.0546869999998,1282.272370499999,"[-0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14]",None,None,['right'],[1.3260166000000027],[0.7199617999995098],up,2.21400580000045,None,1282.272786399999,1282.2880647000002,1282.5380595999995,1282.5215294999998,1282.5219003000002,1282.5380595999995,,1283.5380839999998,,1283.5215876999991,1,3,1282.5380595999995,1283.5380839999998,,,,,,,,,,,,,,,,,,,,,202605,,D,2026-08-12_18h59.12.320,valence_final_v2,2024.2.4,60,2026-08-12 18h59.30.846082 -0600,
