thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,true_div,div_pos,target_pos,valence,target_file,img1_file,img2_file,valence_direction,direction,marker_direction,noise_direction,shape_category,valence_resp.keys,valence_resp.rt,valence_resp.duration,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,valence_instruct.started,valence_image.started,valence_text.started,valence_resp.started,valence_instruct.stopped,blocks.valence_resp.keys,blocks.valence_resp.rt,blocks.valence_resp.duration,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,practice?,sess_type,date,expName,psychopyVersion,frameRate,expStart,
1,1,0,1,1,baseline,2,0.3,-0.34,1.0,-0.228,curv,curv_flat,0.0,0.0,-0.34,pen,input_data/stims/Shape_0.30_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,-1.0,-1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,"['left', 'right', 'left']","[0.4817730999784544, 1.1216842000139877, 1.5216568999458104]","[0.17590549995657057, 0.19998829998075962, 0.1599972000112757]",up,1.777706699911505,None,3,0,3,0,0,1,1,2,768.9367840000195,,,,,,,,,,,,,,,,,768.9209216999589,0.000605700071901083,769.8555406000232,769.8559395999182,769.870177899953,770.870174099924,770.8536988999695,770.8541196000297,0.000431500026024878,772.1880973000079,772.1893001999706,772.2035482999636,772.2035482999636,772.2035482999636,772.2035482999636,772.2035482999636,772.2035482999636,772.2035482999636,773.9879607999464,"[-0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.228, -0.236, -0.244, -0.252, -0.26, -0.268, -0.276, -0.284, -0.292, -0.3, -0.308, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.22, -0.228, -0.236, -0.244, -0.252, -0.26, -0.268, -0.276, -0.284, -0.292, -0.292, -0.292, -0.292, -0.292, -0.292, -0.292, -0.292]",None,None,"['left', 'right', 'left']","[0.4817730999784544, 1.1216842000139877, 1.5216568999458104]","[0.17590549995657057, 0.19998829998075962, 0.1599972000112757]",up,1.777706699911505,None,773.9883743999526,774.003604699974,774.2535893999739,774.2370691000251,774.2374478999991,774.2535893999739,,775.2536196999718,,775.2371331999311,1,1,774.2535893999739,775.2536196999718,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
2,2,0,1,1,baseline,23,2.3,0.06,3.0,0.14,flat,flat_curv,0.0,0.0,-0.06,rew,input_data/stims/Shape_2.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,1.0,1.0,1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,"['left', 'right']","[0.286808600067161, 0.5907972001004964]","[0.2479948999825865, 0.2160482999170199]",up,0.9988528999965638,None,3,0,3,0,0,2,2,23,775.2536196999718,,,,,,,,,,,,,,,,,775.2377320999512,0.0006017000414431095,776.2223753000144,776.2228413999546,776.2370007999707,777.2370198999997,777.2205511999782,777.2209676000057,0.00042699999175965786,778.6553421999561,778.6568069999339,778.670423500007,778.670423500007,778.670423500007,778.670423500007,778.670423500007,778.670423500007,778.670423500007,779.6714004999958,"[0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.02, 0.02, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124]",None,None,"['left', 'right']","[0.286808600067161, 0.5907972001004964]","[0.2479948999825865, 0.2160482999170199]",up,0.9988528999965638,None,779.6718054999365,779.6870963999536,779.9370962999528,779.9206266999245,779.9210176999914,779.9370962999528,,780.9371209000237,,780.9206970999949,0,-1,,,779.9370962999528,780.9371209000237,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
3,3,0,1,1,baseline,25,2.5,0.1,1.0,0.264,flat,flat_curv,0.0,0.0,-0.1,rew,input_data/stims/Shape_2.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,1.0,-1.0,1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,"['left', 'left']","[0.7253987999865785, 1.429468399961479]","[0.376043799915351, 0.17585969995707273]",up,2.0213937999214977,None,3,0,3,0,0,3,3,25,780.9371209000237,,,,,,,,,,,,,,,,,780.9213241999969,0.0006309999153017998,781.9048098999774,781.905189699959,781.9205046999268,782.9205054999329,782.904113400029,782.9045887999237,0.0004894000012427568,784.2888517000247,784.290197400027,784.3038927000016,784.3038927000016,784.3038927000016,784.3038927000016,784.3038927000016,784.3038927000016,784.3038927000016,786.3383118999191,"[0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008]",None,None,"['left', 'left']","[0.7253987999865785, 1.429468399961479]","[0.376043799915351, 0.17585969995707273]",up,2.0213937999214977,None,786.3387092999183,786.3539458999876,786.6039445999777,786.5874642999843,786.5878440999659,786.6039445999777,786.6039445999777,787.6039886999642,787.6039886999642,787.5875246999785,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
4,4,0,1,1,baseline,5,0.5,-0.3,1.0,-0.124,curv,flat_curv,0.0,0.0,0.3,pen,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,-1.0,-1.0,-1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,['right'],[0.2765514999628067],[0.42392700002528727],up,1.7085129999322817,None,3,0,3,0,0,4,4,5,787.6039886999642,,,,,,,,,,,,,,,,,787.5881306999363,0.000609799986705184,788.6216704000253,788.622237399919,788.6373564000241,789.6373550000135,789.6208951999433,789.6213231999427,0.0004387999651953578,791.1062224999769,791.1077135999221,791.1207439999562,791.1207439999562,791.1207439999562,791.1207439999562,791.1207439999562,791.1207439999562,791.1207439999562,792.838597599999,"[-0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084]",None,None,['right'],[0.2765514999628067],[0.42392700002528727],up,1.7085129999322817,None,792.8390587000176,792.8544604999479,793.1041262999643,793.0876771999756,793.0880631000036,793.1041262999643,,794.1041648000246,,794.0877165999264,1,1,793.1041262999643,794.1041648000246,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
5,5,0,1,1,baseline,17,1.7,-0.06,3.0,0.232,curv,flat_curv,0.0,0.0,0.06,pen,input_data/stims/Shape_1.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,1.0,1.0,-1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,"['left', 'left', 'right', 'left']","[0.4603508999571204, 1.1003893000306562, 1.5563002999406308, 2.060349600040354]","[0.39993249997496605, 0.11207829997874796, 0.19999510003253818, 0.12001259997487068]",up,2.3642810999881476,None,3,0,3,0,0,5,5,17,794.1041648000246,,,,,,,,,,,,,,,,,794.088328099926,0.0006168000400066376,795.022137699998,795.0225420999341,795.0375199000118,796.0375579999527,796.02113369992,796.0215633999323,0.0004414999857544899,797.5068007999798,797.508220699965,797.5209550999571,797.5209550999571,797.5209550999571,797.5209550999571,797.5209550999571,797.5209550999571,797.5209550999571,799.8890616999706,"[0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032]",None,None,"['left', 'left', 'right', 'left']","[0.4603508999571204, 1.1003893000306562, 1.5563002999406308, 2.060349600040354]","[0.39993249997496605, 0.11207829997874796, 0.19999510003253818, 0.12001259997487068]",up,2.3642810999881476,None,799.8895025999518,799.9044399999548,800.1544558999594,800.1379385000328,800.1383344000205,800.1544558999594,,801.1552927999292,,801.138748300029,1,1,800.1544558999594,801.1552927999292,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
6,6,0,1,1,baseline,16,1.7,-0.06,1.0,0.288,curv,curv_flat,0.0,0.0,-0.06,pen,input_data/stims/Shape_1.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,1.0,-1.0,-1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,"['right', 'left']","[0.3092817000579089, 0.5813129000598565]","[0.1439363999525085, 0.7759461998939514]",up,1.6292783999815583,None,3,0,3,0,0,6,6,16,801.1552927999292,,,,,,,,,,,,,,,,,801.1393437000224,0.0005985000170767307,802.1736363000236,802.174052999937,802.1886519999243,803.1886500000255,803.1721309999702,803.1725473999977,0.00042799999937415123,804.6567145999288,804.6579806000227,804.6720213999506,804.6720213999506,804.6720213999506,804.6720213999506,804.6720213999506,804.6720213999506,804.6720213999506,806.3064528999384,"[0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.288, 0.296, 0.304, 0.312, 0.32, 0.328, 0.336, 0.344, 0.352, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.352, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016]",None,None,"['right', 'left']","[0.3092817000579089, 0.5813129000598565]","[0.1439363999525085, 0.7759461998939514]",up,1.6292783999815583,None,806.306838999968,806.3220850999933,806.5720928999363,806.5555965999374,806.5559753000271,806.5720928999363,,807.5721022000071,,807.5555678999517,1,1,806.5720928999363,807.5721022000071,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
7,7,0,1,1,baseline,10,1.1,-0.18,3.0,-0.128,curv,curv_flat,0.0,0.0,-0.18,pen,input_data/stims/Shape_1.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,1.0,-1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,['right'],[0.7900102999992669],[0.24797870009206235],up,1.701980600017123,None,3,0,3,0,0,7,7,10,807.5721022000071,,,,,,,,,,,,,,,,,807.5561711000046,0.0006064999615773559,808.5396741000004,808.5400640999433,808.5554993000114,809.5555220999522,809.5389815999661,809.539412299986,0.0004414999857544899,811.0237981999526,811.025077899918,811.0392808000324,811.0392808000324,811.0392808000324,811.0392808000324,811.0392808000324,811.0392808000324,811.0392808000324,812.7561857999535,"[-0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008]",None,None,['right'],[0.7900102999992669],[0.24797870009206235],up,1.701980600017123,None,812.7565747000044,812.7717626999365,813.0222616000101,813.0058515999699,813.0062441999326,813.0222616000101,,814.0222527999431,,814.0058826999739,1,1,813.0222616000101,814.0222527999431,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
8,8,0,1,1,baseline,28,2.9,0.18,1.0,0.38,flat,curv_flat,0.0,0.0,0.18,rew,input_data/stims/Shape_2.90_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,1.0,-1.0,1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,['left'],[0.4601713999873027],[0.21597460005432367],up,0.868159499950707,None,3,0,3,0,0,8,8,28,814.0222527999431,,,,,,,,,,,,,,,,,814.0064883999294,0.0006095999851822853,814.9909714999376,814.9914226999972,815.0057723999489,816.0057651000097,815.9891802999191,815.9896118999459,0.0004427999956533313,817.2735615000129,817.2748219999485,817.2890820000321,817.2890820000321,817.2890820000321,817.2890820000321,817.2890820000321,817.2890820000321,817.2890820000321,818.17253719992,"[0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.372, 0.364, 0.356, 0.348, 0.34, 0.332, 0.324, 0.316, 0.308, 0.3, 0.292, 0.284, 0.276, 0.276, 0.276, 0.276, 0.276, 0.276, 0.276, 0.276, 0.276, 0.276, 0.276, 0.276, 0.276, 0.276]",None,None,['left'],[0.4601713999873027],[0.21597460005432367],up,0.868159499950707,None,818.1729107999709,818.1881853999803,818.4381839999696,818.4217260000296,818.4221146999625,818.4381839999696,818.4381839999696,819.4382381000323,819.4382381000323,819.4218032999197,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
9,9,0,1,1,baseline,1,0.1,-0.38,1.0,-0.192,curv,flat_curv,0.0,0.0,0.38,pen,input_data/stims/Shape_0.10_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,-1.0,-1.0,-1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,['right'],[0.5443352999864146],[0.8799628999549896],up,1.4242981999414042,None,3,0,3,0,0,9,9,1,819.4382381000323,,,,,,,,,,,,,,,,,819.4224220999749,0.0006216000765562057,820.3068649999332,820.3072688999819,820.3215886999387,821.3216237999732,821.3051382999402,821.3055709999753,0.0004423001082614064,822.5907895999262,822.5920493999729,822.6049853999866,822.6049853999866,822.6049853999866,822.6049853999866,822.6049853999866,822.6049853999866,822.6049853999866,824.0395820999984,"[-0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.232]",None,None,['right'],[0.5443352999864146],[0.8799628999549896],up,1.4242981999414042,None,824.0399476999883,824.0550267000217,824.3050162999425,824.2885481999256,824.2889313999331,824.3050162999425,,825.3050440999214,,825.2886058000149,1,1,824.3050162999425,825.3050440999214,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
10,10,0,1,1,baseline,21,2.1,0.02,1.0,0.076,flat,flat_curv,0.0,0.0,-0.02,rew,input_data/stims/Shape_2.10_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,1.0,-1.0,1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,['left'],[0.5336275999434292],[0.27187810000032187],up,1.1174700000556186,None,3,0,3,0,0,10,10,21,825.3050440999214,,,,,,,,,,,,,,,,,825.2892051999224,0.0006015000399202108,826.1736214000266,826.1740234999452,826.1884236999322,827.1884495000122,827.1719582999358,827.1723766999785,0.0004309999058023095,828.4578723999439,828.4597896999912,828.4718352999771,828.4718352999771,828.4718352999771,828.4718352999771,828.4718352999771,828.4718352999771,828.4718352999771,829.6061617999803,"[0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052]",None,None,['left'],[0.5336275999434292],[0.27187810000032187],up,1.1174700000556186,None,829.6065556999529,829.621831699973,829.8718563999282,829.8553022999549,829.8556805999251,829.8718563999282,829.8718563999282,830.8718698000303,830.8718698000303,830.8553765999386,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
11,11,0,1,1,baseline,4,0.5,-0.3,1.0,0.124,curv,curv_flat,0.0,0.0,-0.3,pen,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,1.0,-1.0,-1,up,2.91277729999274,None,up,1.0360297000734136,None,None,None,['left'],[0.40670159994624555],[0.4481453000335023],up,1.0226722999941558,None,3,0,3,0,0,11,11,4,830.8718698000303,,,,,,,,,,,,,,,,,830.8559818000067,0.0006098999874666333,831.7406830999535,831.7410852999892,831.7552601000061,832.755310199922,832.7388554000063,832.7392948999768,0.0004498999333009124,834.2231957999757,834.2244640999706,834.2386427000165,834.2386427000165,834.2386427000165,834.2386427000165,834.2386427000165,834.2386427000165,834.2386427000165,835.2729721999494,"[0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092, -0.092]",None,None,['left'],[0.40670159994624555],[0.4481453000335023],up,1.0226722999941558,None,835.2733968999237,835.2886846999172,835.5386710999301,835.5221989999991,835.5225780999754,835.5386710999301,,836.53869820002,,836.522251999937,1,1,835.5386710999301,836.53869820002,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
