thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,true_div,div_pos,target_pos,valence,target_file,img1_file,img2_file,valence_direction,direction,marker_direction,noise_direction,shape_category,valence_resp.keys,valence_resp.rt,valence_resp.duration,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,valence_instruct.started,valence_image.started,valence_text.started,valence_resp.started,valence_instruct.stopped,blocks.valence_resp.keys,blocks.valence_resp.rt,blocks.valence_resp.duration,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,practice?,sess_type,date,expName,psychopyVersion,frameRate,expStart,
12,12,0,4,2,baseline,143,2.3,0.06,3.0,-0.208,flat,flat_curv,0.0,0.0,-0.06,pen,input_data/stims/Shape_2.30_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,-1.0,1.0,1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,"['right', 'left']","[0.2952377999899909, 0.655263000051491]","[0.3359649999765679, 0.29595669999253005]",up,1.0952303999802098,None,0,0,0,0,0,12,12,23,88.60069699992891,,,,,,,,,,,,,,,,,88.58485570002813,0.0006006000330671668,89.66838289995212,89.66877999994904,89.68407770001795,90.68407570000272,90.66761370003223,90.66803499998059,0.000430900021456182,92.10315749992151,92.10438299993984,92.11749309999868,92.11749309999868,92.11749309999868,92.11749309999868,92.11749309999868,92.11749309999868,92.11749309999868,93.21852869994473,"[-0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.048, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192, -0.192]",None,None,"['right', 'left']","[0.2952377999899909, 0.655263000051491]","[0.3359649999765679, 0.29595669999253005]",up,1.0952303999802098,None,93.21893730002921,93.23415899998508,93.48416140000336,93.46769820002373,93.46808979997877,93.48416140000336,,94.4841855999548,,94.46779329993296,1,1,93.48416140000336,94.4841855999548,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
13,13,0,4,2,baseline,157,3.7,0.34,3.0,-0.148,flat,flat_curv,0.0,0.0,-0.34,pen,input_data/stims/Shape_3.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,-1.0,1.0,1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,None,,,up,0.6353842000244185,None,0,0,0,0,0,13,13,37,94.4841855999548,,,,,,,,,,,,,,,,,94.4684120999882,0.0006228999700397253,95.50204940000549,95.502467699931,95.51758250000421,96.5176044999389,96.50108650000766,96.50151480000932,0.0004400999750941992,97.98632229992654,97.98778279998805,98.00132069992833,98.00132069992833,98.00132069992833,98.00132069992833,98.00132069992833,98.00132069992833,98.00132069992833,98.65213549998589,"[-0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148]",None,None,None,,,up,0.6353842000244185,None,98.65249349991791,98.66776869993191,98.91776430001482,98.9012311999686,98.90385679993778,98.91776430001482,,99.9178117000265,,99.90130639995914,0,-3,,,,,98.91776430001482,99.9178117000265,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
14,14,0,4,2,baseline,156,3.7,0.34,3.0,-0.164,flat,curv_flat,0.0,0.0,0.34,pen,input_data/stims/Shape_3.70_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,1.0,1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,['right'],[0.25331000005826354],[0.5599133999785408],up,0.9172728999983519,None,0,0,0,0,0,14,14,36,99.9178117000265,,,,,,,,,,,,,,,,,99.90195919992402,0.0006564999930560589,100.83551619993523,100.83590119995642,100.8519207999343,101.85194039996713,101.83544039994013,101.83587139996234,0.0004422999918460846,103.12075569992885,103.12206299998797,103.13542659999803,103.13542659999803,103.13542659999803,103.13542659999803,103.13542659999803,103.13542659999803,103.13542659999803,104.06970609992277,"[-0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",None,None,['right'],[0.25331000005826354],[0.5599133999785408],up,0.9172728999983519,None,104.07008360000327,104.08536379993893,104.33537260000594,104.31895480002277,104.3198288999265,104.33537260000594,,105.33495839999523,,105.31901939993259,1,1,104.33537260000594,105.33495839999523,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
15,15,0,4,2,baseline,130,1.1,-0.18,3.0,-0.244,curv,curv_flat,0.0,0.0,-0.18,rew,input_data/stims/Shape_1.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,-1.0,1.0,-1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,['right'],[0.8142534999642521],[0.344034600071609],up,1.3423279999988154,None,0,0,0,0,0,15,15,10,105.33495839999523,,,,,,,,,,,,,,,,,105.31961999996565,0.0006039000581949949,106.35376610001549,106.35416460002307,106.36882490001153,107.3687934000045,107.35228859994095,107.35271050001029,0.0004336999263614416,108.68744200002402,108.68878989992663,108.70245809992775,108.70245809992775,108.70245809992775,108.70245809992775,108.70245809992775,108.70245809992775,108.70245809992775,110.053267100011,"[-0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076]",None,None,['right'],[0.8142534999642521],[0.344034600071609],up,1.3423279999988154,None,110.05369590001646,110.06884910003282,110.3189569999231,110.30231850000564,110.30269349995069,110.3189569999231,110.3189569999231,111.31899049994536,111.31899049994536,111.30229669995606,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
16,16,0,4,2,baseline,139,1.9,-0.02,1.0,0.092,curv,flat_curv,0.0,0.0,0.02,rew,input_data/stims/Shape_1.90_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,1,-1,1.0,-1.0,-1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,"['right', 'left']","[0.2869803999783471, 0.5750153000699356]","[0.21597530005965382, 0.504005299997516]",up,1.2470134000759572,None,0,0,0,0,0,16,16,19,111.31899049994536,,,,,,,,,,,,,,,,,111.30288329999894,0.0005888999439775944,112.1877824999392,112.18852630001493,112.20225510001183,113.20227949996479,113.18579889996909,113.18621590000112,0.00042779999785125256,114.67056929995306,114.67213540000375,114.68572479998693,114.68572479998693,114.68572479998693,114.68572479998693,114.68572479998693,114.68572479998693,114.68572479998693,115.93671229993924,"[0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.196, 0.196, 0.196, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044, -0.044]",None,None,"['right', 'left']","[0.2869803999783471, 0.5750153000699356]","[0.21597530005965382, 0.504005299997516]",up,1.2470134000759572,None,115.93710430001374,115.95234800002072,116.20225969993044,116.18586049997248,116.18629230000079,116.20225969993044,,117.2023778000148,,117.18595519999508,0,-1,,,116.20225969993044,117.2023778000148,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
17,17,0,4,2,baseline,138,1.9,-0.02,1.0,0.056,curv,curv_flat,0.0,0.0,-0.02,rew,input_data/stims/Shape_1.90_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,1.0,-1.0,-1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,['left'],[0.47319659998174757],[0.2800382999703288],up,0.9290429999819025,None,0,0,0,0,0,17,17,18,117.2023778000148,,,,,,,,,,,,,,,,,117.18654259992763,0.0005985999014228582,118.27034239994828,118.27080449997447,118.285796299926,119.2858446999453,119.26926959992852,119.26969550002832,0.000435899943113327,120.60349519993179,120.60496020002756,120.61965699994471,120.61965699994471,120.61965699994471,120.61965699994471,120.61965699994471,120.61965699994471,120.61965699994471,121.55352019995917,"[0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08, -0.08]",None,None,['left'],[0.47319659998174757],[0.2800382999703288],up,0.9290429999819025,None,121.55390689999331,121.56920649996027,121.81929739995394,121.80266539996956,121.80304459994659,121.81929739995394,121.81929739995394,122.81873499997891,122.81873499997891,122.80284339992795,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
18,18,0,4,2,baseline,146,2.7,0.14,1.0,0.236,flat,curv_flat,0.0,0.0,0.14,pen,input_data/stims/Shape_2.70_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,1.0,-1.0,1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,"['left', 'left']","[0.5147588000399992, 0.8507213999982923]","[0.27198499999940395, 0.024011800065636635]",up,1.2266724000219256,None,0,0,0,0,0,18,18,26,122.81873499997891,,,,,,,,,,,,,,,,,122.80346169997938,0.0006207999540492892,123.78796540002804,123.7885113999946,123.80250739993062,124.80259490001481,124.78608520003036,124.78651499992702,0.0004398999735713005,126.17016189999413,126.1715697000036,126.18601950001903,126.18601950001903,126.18601950001903,126.18601950001903,126.18601950001903,126.18601950001903,126.18601950001903,127.42061929998454,"[0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.1, 0.1, 0.1, 0.1, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092, 0.092]",None,None,"['left', 'left']","[0.5147588000399992, 0.8507213999982923]","[0.27198499999940395, 0.024011800065636635]",up,1.2266724000219256,None,127.42107459995896,127.43608789995778,127.68609029997606,127.66953359998297,127.66993370000273,127.68609029997606,,128.6861091000028,,128.66961909993552,1,1,127.68609029997606,128.6861091000028,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
19,19,0,4,2,baseline,120,0.1,-0.38,1.0,-0.252,curv,curv_flat,0.0,0.0,-0.38,rew,input_data/stims/Shape_0.10_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,-1.0,-1.0,-1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,"['left', 'right']","[0.629731300054118, 1.013525600079447]","[0.1199465999379754, 0.24000929994508624]",up,1.4056050000945106,None,0,0,0,0,0,19,19,0,128.6861091000028,,,,,,,,,,,,,,,,,128.6702246000059,0.0006070999661460519,129.55396139994264,129.5543503999943,129.56949759996496,130.56947979994584,130.55293629993685,130.55336829996668,0.0004419999895617366,131.88705759996083,131.88835399993695,131.90317509998567,131.90317509998567,131.90317509998567,131.90317509998567,131.90317509998567,131.90317509998567,131.90317509998567,133.31990519992542,"[-0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.252, -0.26, -0.268, -0.276, -0.284, -0.292, -0.3, -0.308, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.316, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.196, -0.196, -0.196, -0.196, -0.196, -0.196, -0.196, -0.196, -0.196, -0.196]",None,None,"['left', 'right']","[0.629731300054118, 1.013525600079447]","[0.1199465999379754, 0.24000929994508624]",up,1.4056050000945106,None,133.3203601000132,133.33531420002691,133.58534779993352,133.56881660001818,133.569204099942,133.58534779993352,133.58534779993352,134.5853369999677,134.5853369999677,134.56890229997225,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
20,20,0,4,2,baseline,150,3.1,0.22,3.0,0.032,flat,curv_flat,0.0,0.0,0.22,pen,input_data/stims/Shape_3.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,1.0,1.0,1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,['right'],[0.4325121999718249],[0.17596889997366816],up,0.7444753999589011,None,0,0,0,0,0,20,20,30,134.5853369999677,,,,,,,,,,,,,,,,,134.5694997999817,0.0006134000141173601,135.5531808999367,135.55359030002728,135.56871959997807,136.568712499924,136.55225659999996,136.55268179997802,0.00043560005724430084,137.8365428999532,137.83773749996908,137.85227779997513,137.85227779997513,137.85227779997513,137.85227779997513,137.85227779997513,137.85227779997513,137.85227779997513,138.6031484999694,"[0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]",None,None,['right'],[0.4325121999718249],[0.17596889997366816],up,0.7444753999589011,None,138.603528299951,138.6187982999254,138.86877099995036,138.8523083999753,138.85268749995157,138.86877099995036,,139.8688148999354,,139.85231609991752,1,1,138.86877099995036,139.8688148999354,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
21,21,0,4,2,baseline,155,3.5,0.3,1.0,-0.148,flat,flat_curv,0.0,0.0,-0.3,pen,input_data/stims/Shape_3.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,-1.0,-1.0,1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,['left'],[0.7231253000209108],[0.23205290001351386],up,1.1311141999904066,None,0,0,0,0,0,21,21,35,139.8688148999354,,,,,,,,,,,,,,,,,139.8529124999186,0.0005996000254526734,140.8371318000136,140.8376045000041,140.85218970000278,141.85220820002723,141.8356819000328,141.83611169992946,0.0004411999834701419,143.17089639999904,143.17222990002483,143.1855840999633,143.1855840999633,143.1855840999633,143.1855840999633,143.1855840999633,143.1855840999633,143.1855840999633,144.3199825999327,"[-0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.156, -0.164, -0.172, -0.18, -0.188, -0.196, -0.204, -0.212, -0.22, -0.228, -0.236, -0.244, -0.252, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26]",None,None,['left'],[0.7231253000209108],[0.23205290001351386],up,1.1311141999904066,None,144.3203838999616,144.33561609999742,144.58561469998676,144.5691494999919,144.56953179999255,144.58561469998676,,145.58563909993973,,145.5692105999915,1,1,144.58561469998676,145.58563909993973,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
22,22,0,4,2,baseline,132,1.3,-0.14,3.0,-0.068,curv,curv_flat,0.0,0.0,-0.14,rew,input_data/stims/Shape_1.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,-1.0,1.0,-1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,"['right', 'left']","[0.6503578999545425, 0.9303355999290943]","[0.22398750006686896, 0.4319992000237107]",up,1.4343308999668807,None,0,0,0,0,0,22,22,12,145.58563909993973,,,,,,,,,,,,,,,,,145.5698035999667,0.0005964000010862947,146.45404669991694,146.4544395999983,146.46901050000452,147.46904579992406,147.45256979996338,147.45299939997494,0.00044139998499304056,148.78794509998988,148.78925719996914,148.8024217999773,148.8024217999773,148.8024217999773,148.8024217999773,148.8024217999773,148.8024217999773,148.8024217999773,150.2534702999983,"[-0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.036, 0.036, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172, -0.172]",None,None,"['right', 'left']","[0.6503578999545425, 0.9303355999290943]","[0.22398750006686896, 0.4319992000237107]",up,1.4343308999668807,None,150.25387299992144,150.26912960002664,150.5191587000154,150.50263779994566,150.50302129995544,150.5191587000154,150.5191587000154,151.51915700000245,151.51915700000245,151.50271129992325,1,3,,,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
23,23,0,4,2,baseline,144,2.5,0.1,3.0,-0.128,flat,curv_flat,0.0,0.0,0.1,pen,input_data/stims/Shape_2.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,1.0,1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,['right'],[0.34043970005586743],[0.5040423999307677],up,0.9485232000006363,None,0,0,0,0,0,23,23,24,151.51915700000245,,,,,,,,,,,,,,,,,151.50332150002941,0.0006125000072643161,152.48730539996177,152.48781600000802,152.50253900000826,153.50255839992315,153.48613129998557,153.48656729992945,0.00044650002382695675,154.9208925999701,154.9221727999393,154.93628020002507,154.93628020002507,154.93628020002507,154.93628020002507,154.93628020002507,154.93628020002507,154.93628020002507,155.8875116999261,"[-0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112, 0.112]",None,None,['right'],[0.34043970005586743],[0.5040423999307677],up,0.9485232000006363,None,155.8879556999309,155.9027312999824,156.1527247999329,156.1362004999537,156.13660149998032,156.1527247999329,,157.153563400032,,157.13702080002986,1,1,156.1527247999329,157.153563400032,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
24,24,0,4,2,baseline,159,3.9,0.38,3.0,0.04,flat,flat_curv,0.0,0.0,-0.38,pen,input_data/stims/Shape_3.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,1.0,1.0,1,up,17.719282099977136,None,up,0.9748283999506384,None,None,None,['left'],[0.41653709998354316],[0.43983489996753633],up,1.0643781999824569,None,0,0,0,0,0,24,24,39,157.153563400032,,,,,,,,,,,,,,,,,157.13763110002037,0.0006074999691918492,158.12121549993753,158.12161259993445,158.13694709993433,159.13692870002706,159.12052509991918,159.1209539999254,0.0004389999667182565,160.40500529995188,160.40628480003215,160.42039959994145,160.42039959994145,160.42039959994145,160.42039959994145,160.42039959994145,160.42039959994145,160.42039959994145,161.48804359999485,"[0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176]",None,None,['left'],[0.41653709998354316],[0.43983489996753633],up,1.0643781999824569,None,161.4884611000307,161.50366489996668,161.7537016000133,161.737124199979,161.73751010000706,161.7537016000133,,162.753228400019,,162.7367452000035,1,1,161.7537016000133,162.753228400019,,,,,,,,,,,,,,,,,,,,,202603,,B,2026-07-22_11h27.17.442,valence_final_v2,2024.2.4,60,2026-07-22 11h27.28.654970 -0600,
